"Factors","p^a >","Smallest q^2ß","Smallest q^2ß <","Largest q^2ß","Largest q^2ß >","Q^2 =1 mod 16","Q^2 =1 mod 32","N >","N=1 mod 12","N=117 mod 468","N=81 mod 324","105 | N","s(n)/n˜"
(5^1965)(3^982)(13^982)(17^982)(19^982)(23^982)(29^982)(31^982)(37^982)(41^982),10^1373,q1^2ß1,10^469,q9^2ß9,10^1583,no,no,10^12761,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1969)(3^984)(13^984)(17^984)(19^984)(23^984)(29^984)(31^984)(37^984)(41^984),10^1376,q1^2ß1,10^470,q9^2ß9,10^1586,yes,yes,10^12787,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1973)(3^986)(13^986)(17^986)(19^986)(23^986)(29^986)(31^986)(37^986)(41^986),10^1379,q1^2ß1,10^471,q9^2ß9,10^1590,no,no,10^12813,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1977)(3^988)(13^988)(17^988)(19^988)(23^988)(29^988)(31^988)(37^988)(41^988),10^1381,q1^2ß1,10^472,q9^2ß9,10^1593,yes,no,10^12839,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1981)(3^990)(13^990)(17^990)(19^990)(23^990)(29^990)(31^990)(37^990)(41^990),10^1384,q1^2ß1,10^473,q9^2ß9,10^1596,no,no,10^12865,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1985)(3^992)(13^992)(17^992)(19^992)(23^992)(29^992)(31^992)(37^992)(41^992),10^1387,q1^2ß1,10^474,q9^2ß9,10^1599,yes,yes,10^12891,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1989)(3^994)(13^994)(17^994)(19^994)(23^994)(29^994)(31^994)(37^994)(41^994),10^1390,q1^2ß1,10^475,q9^2ß9,10^1603,no,no,10^12917,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1993)(3^996)(13^996)(17^996)(19^996)(23^996)(29^996)(31^996)(37^996)(41^996),10^1393,q1^2ß1,10^476,q9^2ß9,10^1606,yes,no,10^12943,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^1997)(3^998)(13^998)(17^998)(19^998)(23^998)(29^998)(31^998)(37^998)(41^998),10^1395,q1^2ß1,10^477,q9^2ß9,10^1609,no,no,10^12969,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
(5^2001)(3^1000)(13^1000)(17^1000)(19^1000)(23^1000)(29^1000)(31^1000)(37^1000)(41^1000),10^1398,q1^2ß1,10^478,q9^2ß9,10^1612,yes,yes,10^12995,no,yes,yes,no,2.685233535897081293674175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064507508951953396397840842285286729731174175618620063064
